_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,which_is_the_easiest_to_understand_statement,which_is_the_fourth_easiest_ie_hardest_to_understand_statement,which_is_the_second_easiest_to_understand_statement,which_is_the_third_easiest_ie_second_hardest_to_understand_statement,blank,sentence1,sentence2,sentence3,sentence4,which_is_the_easiest_to_understand_statement_gold,which_is_the_fourth_easiest_ie_hardest_to_understand_statement_gold,which_is_the_second_easiest_to_understand_statement_gold,which_is_the_third_easiest_ie_second_hardest_to_understand_statement_gold
2168810454,2/22/2019 13:04:26,false,4549637678,,2/22/2019 12:59:34,false,instagc,1.0,43951421,GBR,K2,Oxford,165.120.208.42,3,4,2,1,"",The initial presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph node .,The first presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph nodes .,The first presentation was the orifice of the right upper lobe with endoscopic exploration of mediastinum positive for subcarinal lymph nodes .,The initial presentation was the orifice of the right up lobe in addition to endoscopic approach exploration of structure of mediastinum providing presence of for subcarinal structure of lymph node .,,,,
2168810454,2/22/2019 14:12:34,false,4549865984,,2/22/2019 14:07:50,false,fusioncash,1.0,38399674,USA,PA,Williamsburg,207.78.64.239,2,4,1,3,"",The initial presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph node .,The first presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph nodes .,The first presentation was the orifice of the right upper lobe with endoscopic exploration of mediastinum positive for subcarinal lymph nodes .,The initial presentation was the orifice of the right up lobe in addition to endoscopic approach exploration of structure of mediastinum providing presence of for subcarinal structure of lymph node .,,,,
2168810454,2/22/2019 14:13:39,false,4549869527,,2/22/2019 14:11:23,false,neodev,1.0,41746613,GBR,"","",90.243.171.83,1,3,4,2,"",The initial presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph node .,The first presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph nodes .,The first presentation was the orifice of the right upper lobe with endoscopic exploration of mediastinum positive for subcarinal lymph nodes .,The initial presentation was the orifice of the right up lobe in addition to endoscopic approach exploration of structure of mediastinum providing presence of for subcarinal structure of lymph node .,,,,
2168810454,2/22/2019 14:18:26,false,4549884963,,2/22/2019 14:08:13,false,instagc,1.0,44197246,GBR,E4,Witham,86.150.82.230,4,3,2,1,"",The initial presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph node .,The first presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph nodes .,The first presentation was the orifice of the right upper lobe with endoscopic exploration of mediastinum positive for subcarinal lymph nodes .,The initial presentation was the orifice of the right up lobe in addition to endoscopic approach exploration of structure of mediastinum providing presence of for subcarinal structure of lymph node .,,,,
2168810454,2/22/2019 14:37:15,false,4549951475,,2/22/2019 14:32:47,false,instagc,1.0,20225558,GBR,I9,Norwich,212.139.116.95,2,4,1,3,"",The initial presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph node .,The first presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph nodes .,The first presentation was the orifice of the right upper lobe with endoscopic exploration of mediastinum positive for subcarinal lymph nodes .,The initial presentation was the orifice of the right up lobe in addition to endoscopic approach exploration of structure of mediastinum providing presence of for subcarinal structure of lymph node .,,,,
2168810454,2/22/2019 14:37:47,false,4549953482,,2/22/2019 14:34:39,false,instagc,1.0,44203499,GBR,N4,Stoke-on-trent,82.0.152.76,2,4,3,1,"",The initial presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph node .,The first presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph nodes .,The first presentation was the orifice of the right upper lobe with endoscopic exploration of mediastinum positive for subcarinal lymph nodes .,The initial presentation was the orifice of the right up lobe in addition to endoscopic approach exploration of structure of mediastinum providing presence of for subcarinal structure of lymph node .,,,,
2168810454,2/22/2019 14:45:06,false,4549979136,,2/22/2019 14:43:39,false,instagc,1.0,20845955,GBR,L9,Sheffield,146.198.64.122,3,4,2,1,"",The initial presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph node .,The first presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph nodes .,The first presentation was the orifice of the right upper lobe with endoscopic exploration of mediastinum positive for subcarinal lymph nodes .,The initial presentation was the orifice of the right up lobe in addition to endoscopic approach exploration of structure of mediastinum providing presence of for subcarinal structure of lymph node .,,,,
2168810454,2/22/2019 14:59:34,false,4550035481,,2/22/2019 14:56:21,false,instagc,1.0,15577915,USA,IL,Marion,50.45.49.76,4,1,3,2,"",The initial presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph node .,The first presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph nodes .,The first presentation was the orifice of the right upper lobe with endoscopic exploration of mediastinum positive for subcarinal lymph nodes .,The initial presentation was the orifice of the right up lobe in addition to endoscopic approach exploration of structure of mediastinum providing presence of for subcarinal structure of lymph node .,,,,
2168810454,2/22/2019 15:08:03,false,4550068697,,2/22/2019 15:05:09,false,instagc,1.0,43294773,GBR,M8,Camberwell,94.14.226.91,2,4,1,3,"",The initial presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph node .,The first presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph nodes .,The first presentation was the orifice of the right upper lobe with endoscopic exploration of mediastinum positive for subcarinal lymph nodes .,The initial presentation was the orifice of the right up lobe in addition to endoscopic approach exploration of structure of mediastinum providing presence of for subcarinal structure of lymph node .,,,,
2168810454,2/22/2019 15:10:41,false,4550080935,,2/22/2019 15:07:01,false,instagc,1.0,13581319,USA,IL,Marion,50.45.49.76,1,4,2,3,"",The initial presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph node .,The first presentation was the orifice of the right upper lobe with mediastinoscopy positive for subcarinal lymph nodes .,The first presentation was the orifice of the right upper lobe with endoscopic exploration of mediastinum positive for subcarinal lymph nodes .,The initial presentation was the orifice of the right up lobe in addition to endoscopic approach exploration of structure of mediastinum providing presence of for subcarinal structure of lymph node .,,,,
2168810455,2/22/2019 13:04:26,false,4549637661,,2/22/2019 12:59:34,false,instagc,1.0,43951421,GBR,K2,Oxford,165.120.208.42,3,4,2,1,"",The tumor now involves the trachea as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchial structure .,The tumor now involves the tracheal structure as good as the right main bronchial structure .,,,,
2168810455,2/22/2019 14:12:34,false,4549865989,,2/22/2019 14:07:50,false,fusioncash,1.0,38399674,USA,PA,Williamsburg,207.78.64.239,3,1,2,4,"",The tumor now involves the trachea as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchial structure .,The tumor now involves the tracheal structure as good as the right main bronchial structure .,,,,
2168810455,2/22/2019 14:13:39,false,4549869539,,2/22/2019 14:11:23,false,neodev,1.0,41746613,GBR,"","",90.243.171.83,3,4,1,2,"",The tumor now involves the trachea as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchial structure .,The tumor now involves the tracheal structure as good as the right main bronchial structure .,,,,
2168810455,2/22/2019 14:18:26,false,4549884977,,2/22/2019 14:08:13,false,instagc,1.0,44197246,GBR,E4,Witham,86.150.82.230,3,1,4,2,"",The tumor now involves the trachea as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchial structure .,The tumor now involves the tracheal structure as good as the right main bronchial structure .,,,,
2168810455,2/22/2019 14:37:15,false,4549951479,,2/22/2019 14:32:47,false,instagc,1.0,20225558,GBR,I9,Norwich,212.139.116.95,2,4,3,1,"",The tumor now involves the trachea as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchial structure .,The tumor now involves the tracheal structure as good as the right main bronchial structure .,,,,
2168810455,2/22/2019 14:37:47,false,4549953499,,2/22/2019 14:34:39,false,instagc,1.0,44203499,GBR,N4,Stoke-on-trent,82.0.152.76,2,4,3,1,"",The tumor now involves the trachea as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchial structure .,The tumor now involves the tracheal structure as good as the right main bronchial structure .,,,,
2168810455,2/22/2019 14:45:06,false,4549979105,,2/22/2019 14:43:39,false,instagc,1.0,20845955,GBR,L9,Sheffield,146.198.64.122,2,4,3,1,"",The tumor now involves the trachea as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchial structure .,The tumor now involves the tracheal structure as good as the right main bronchial structure .,,,,
2168810455,2/22/2019 14:59:34,false,4550035474,,2/22/2019 14:56:21,false,instagc,1.0,15577915,USA,IL,Marion,50.45.49.76,1,4,3,2,"",The tumor now involves the trachea as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchial structure .,The tumor now involves the tracheal structure as good as the right main bronchial structure .,,,,
2168810455,2/22/2019 15:08:03,false,4550068719,,2/22/2019 15:05:09,false,instagc,1.0,43294773,GBR,M8,Camberwell,94.14.226.91,2,4,3,1,"",The tumor now involves the trachea as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchial structure .,The tumor now involves the tracheal structure as good as the right main bronchial structure .,,,,
2168810455,2/22/2019 15:10:41,false,4550080924,,2/22/2019 15:07:01,false,instagc,1.0,13581319,USA,IL,Marion,50.45.49.76,3,4,1,2,"",The tumor now involves the trachea as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchus .,The tumor now involves the opening as well as the right main bronchial structure .,The tumor now involves the tracheal structure as good as the right main bronchial structure .,,,,
2168810456,2/22/2019 13:04:26,false,4549637683,,2/22/2019 12:59:34,false,instagc,1.0,43951421,GBR,K2,Oxford,165.120.208.42,3,4,2,1,"",An magnetic resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% complete obstruction of the left carotid artery .,An magnetic pulmonary resonance study study showed a 95% complete block of the left carotid arterial structure structure .,,,,
2168810456,2/22/2019 14:12:34,false,4549865977,,2/22/2019 14:07:50,false,fusioncash,1.0,38399674,USA,PA,Williamsburg,207.78.64.239,3,4,2,1,"",An magnetic resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% complete obstruction of the left carotid artery .,An magnetic pulmonary resonance study study showed a 95% complete block of the left carotid arterial structure structure .,,,,
2168810456,2/22/2019 14:13:39,false,4549869533,,2/22/2019 14:11:23,false,neodev,1.0,41746613,GBR,"","",90.243.171.83,4,2,3,1,"",An magnetic resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% complete obstruction of the left carotid artery .,An magnetic pulmonary resonance study study showed a 95% complete block of the left carotid arterial structure structure .,,,,
2168810456,2/22/2019 14:18:26,false,4549884987,,2/22/2019 14:08:13,false,instagc,1.0,44197246,GBR,E4,Witham,86.150.82.230,4,2,3,1,"",An magnetic resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% complete obstruction of the left carotid artery .,An magnetic pulmonary resonance study study showed a 95% complete block of the left carotid arterial structure structure .,,,,
2168810456,2/22/2019 14:37:15,false,4549951471,,2/22/2019 14:32:47,false,instagc,1.0,20225558,GBR,I9,Norwich,212.139.116.95,3,2,4,1,"",An magnetic resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% complete obstruction of the left carotid artery .,An magnetic pulmonary resonance study study showed a 95% complete block of the left carotid arterial structure structure .,,,,
2168810456,2/22/2019 14:37:47,false,4549953509,,2/22/2019 14:34:39,false,instagc,1.0,44203499,GBR,N4,Stoke-on-trent,82.0.152.76,4,1,2,3,"",An magnetic resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% complete obstruction of the left carotid artery .,An magnetic pulmonary resonance study study showed a 95% complete block of the left carotid arterial structure structure .,,,,
2168810456,2/22/2019 14:45:06,false,4549979126,,2/22/2019 14:43:39,false,instagc,1.0,20845955,GBR,L9,Sheffield,146.198.64.122,3,2,4,1,"",An magnetic resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% complete obstruction of the left carotid artery .,An magnetic pulmonary resonance study study showed a 95% complete block of the left carotid arterial structure structure .,,,,
2168810456,2/22/2019 14:59:34,false,4550035489,,2/22/2019 14:56:21,false,instagc,1.0,15577915,USA,IL,Marion,50.45.49.76,4,2,3,1,"",An magnetic resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% complete obstruction of the left carotid artery .,An magnetic pulmonary resonance study study showed a 95% complete block of the left carotid arterial structure structure .,,,,
2168810456,2/22/2019 15:08:03,false,4550068730,,2/22/2019 15:05:09,false,instagc,1.0,43294773,GBR,M8,Camberwell,94.14.226.91,3,4,2,1,"",An magnetic resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% complete obstruction of the left carotid artery .,An magnetic pulmonary resonance study study showed a 95% complete block of the left carotid arterial structure structure .,,,,
2168810456,2/22/2019 15:10:41,false,4550080948,,2/22/2019 15:07:01,false,instagc,1.0,13581319,USA,IL,Marion,50.45.49.76,3,2,4,1,"",An magnetic resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% occlusion of the left carotid artery .,An electric resonance imaging study showed a 95% complete obstruction of the left carotid artery .,An magnetic pulmonary resonance study study showed a 95% complete block of the left carotid arterial structure structure .,,,,
2168810457,2/22/2019 13:12:11,false,4549662018,,2/22/2019 13:04:28,false,instagc,1.0,43951421,GBR,K2,Oxford,165.120.208.42,2,4,1,3,"",Chest - Diffuse wheezing with egophony at the right base .,Chest wheezing with egophony at the right base .,Chest asthmatic breath sounds with egophony at the right base .,Chest - Diffuse asthmatic sound of breathing in and out process in addition to egophony at the right base .,,,,
2168810457,2/22/2019 14:20:18,false,4549893432,,2/22/2019 14:12:38,false,fusioncash,1.0,38399674,USA,PA,Williamsburg,207.78.64.239,2,4,3,1,"",Chest - Diffuse wheezing with egophony at the right base .,Chest wheezing with egophony at the right base .,Chest asthmatic breath sounds with egophony at the right base .,Chest - Diffuse asthmatic sound of breathing in and out process in addition to egophony at the right base .,,,,
2168810457,2/22/2019 14:22:18,false,4549900114,,2/22/2019 14:13:41,false,neodev,1.0,41746613,GBR,"","",90.243.171.83,2,4,1,3,"",Chest - Diffuse wheezing with egophony at the right base .,Chest wheezing with egophony at the right base .,Chest asthmatic breath sounds with egophony at the right base .,Chest - Diffuse asthmatic sound of breathing in and out process in addition to egophony at the right base .,,,,
2168810457,2/22/2019 14:26:57,false,4549916888,,2/22/2019 14:18:28,false,instagc,1.0,44197246,GBR,E4,Witham,86.150.82.230,4,2,3,1,"",Chest - Diffuse wheezing with egophony at the right base .,Chest wheezing with egophony at the right base .,Chest asthmatic breath sounds with egophony at the right base .,Chest - Diffuse asthmatic sound of breathing in and out process in addition to egophony at the right base .,,,,
2168810457,2/22/2019 14:40:29,false,4549963617,,2/22/2019 14:37:49,false,instagc,1.0,44203499,GBR,N4,Stoke-on-trent,82.0.152.76,3,1,2,4,"",Chest - Diffuse wheezing with egophony at the right base .,Chest wheezing with egophony at the right base .,Chest asthmatic breath sounds with egophony at the right base .,Chest - Diffuse asthmatic sound of breathing in and out process in addition to egophony at the right base .,,,,
2168810457,2/22/2019 14:41:08,false,4549966316,,2/22/2019 14:37:17,false,instagc,1.0,20225558,GBR,I9,Norwich,212.139.116.95,2,4,3,2,"",Chest - Diffuse wheezing with egophony at the right base .,Chest wheezing with egophony at the right base .,Chest asthmatic breath sounds with egophony at the right base .,Chest - Diffuse asthmatic sound of breathing in and out process in addition to egophony at the right base .,,,,
2168810457,2/22/2019 14:47:16,false,4549986301,,2/22/2019 14:45:09,false,instagc,1.0,20845955,GBR,L9,Sheffield,146.198.64.122,2,4,3,1,"",Chest - Diffuse wheezing with egophony at the right base .,Chest wheezing with egophony at the right base .,Chest asthmatic breath sounds with egophony at the right base .,Chest - Diffuse asthmatic sound of breathing in and out process in addition to egophony at the right base .,,,,
2168810457,2/22/2019 15:02:08,false,4550044797,,2/22/2019 14:59:36,false,instagc,1.0,15577915,USA,IL,Marion,50.45.49.76,4,1,3,2,"",Chest - Diffuse wheezing with egophony at the right base .,Chest wheezing with egophony at the right base .,Chest asthmatic breath sounds with egophony at the right base .,Chest - Diffuse asthmatic sound of breathing in and out process in addition to egophony at the right base .,,,,
2168810457,2/22/2019 15:10:11,false,4550078441,,2/22/2019 15:08:04,false,instagc,1.0,43294773,GBR,M8,Camberwell,94.14.226.91,2,4,1,3,"",Chest - Diffuse wheezing with egophony at the right base .,Chest wheezing with egophony at the right base .,Chest asthmatic breath sounds with egophony at the right base .,Chest - Diffuse asthmatic sound of breathing in and out process in addition to egophony at the right base .,,,,
2168810457,2/22/2019 15:10:24,false,4550079492,,2/22/2019 15:07:50,false,instagc,1.0,18172663,USA,KY,Somerset,74.139.64.157,3,1,2,4,"",Chest - Diffuse wheezing with egophony at the right base .,Chest wheezing with egophony at the right base .,Chest asthmatic breath sounds with egophony at the right base .,Chest - Diffuse asthmatic sound of breathing in and out process in addition to egophony at the right base .,,,,
2168810458,2/22/2019 13:12:11,false,4549662024,,2/22/2019 13:04:28,false,instagc,1.0,43951421,GBR,K2,Oxford,165.120.208.42,4,2,3,1,"",The electrocardiogram showed left ventricular hypertrophy and non-specific ST-T wave changes .,The electrocardiogram showed left ventricular hypertrophy and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific ST-T wave changes .,,,,
2168810458,2/22/2019 14:20:18,false,4549893425,,2/22/2019 14:12:38,false,fusioncash,1.0,38399674,USA,PA,Williamsburg,207.78.64.239,3,1,4,2,"",The electrocardiogram showed left ventricular hypertrophy and non-specific ST-T wave changes .,The electrocardiogram showed left ventricular hypertrophy and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific ST-T wave changes .,,,,
2168810458,2/22/2019 14:22:18,false,4549900116,,2/22/2019 14:13:41,false,neodev,1.0,41746613,GBR,"","",90.243.171.83,3,2,4,1,"",The electrocardiogram showed left ventricular hypertrophy and non-specific ST-T wave changes .,The electrocardiogram showed left ventricular hypertrophy and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific ST-T wave changes .,,,,
2168810458,2/22/2019 14:26:57,false,4549916894,,2/22/2019 14:18:28,false,instagc,1.0,44197246,GBR,E4,Witham,86.150.82.230,4,2,3,1,"",The electrocardiogram showed left ventricular hypertrophy and non-specific ST-T wave changes .,The electrocardiogram showed left ventricular hypertrophy and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific ST-T wave changes .,,,,
2168810458,2/22/2019 14:40:29,false,4549963613,,2/22/2019 14:37:49,false,instagc,1.0,44203499,GBR,N4,Stoke-on-trent,82.0.152.76,3,4,1,3,"",The electrocardiogram showed left ventricular hypertrophy and non-specific ST-T wave changes .,The electrocardiogram showed left ventricular hypertrophy and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific ST-T wave changes .,,,,
2168810458,2/22/2019 14:41:08,false,4549966327,,2/22/2019 14:37:17,false,instagc,1.0,20225558,GBR,I9,Norwich,212.139.116.95,2,4,1,3,"",The electrocardiogram showed left ventricular hypertrophy and non-specific ST-T wave changes .,The electrocardiogram showed left ventricular hypertrophy and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific ST-T wave changes .,,,,
2168810458,2/22/2019 14:47:16,false,4549986304,,2/22/2019 14:45:09,false,instagc,1.0,20845955,GBR,L9,Sheffield,146.198.64.122,2,4,3,1,"",The electrocardiogram showed left ventricular hypertrophy and non-specific ST-T wave changes .,The electrocardiogram showed left ventricular hypertrophy and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific ST-T wave changes .,,,,
2168810458,2/22/2019 15:02:08,false,4550044804,,2/22/2019 14:59:36,false,instagc,1.0,15577915,USA,IL,Marion,50.45.49.76,4,2,3,1,"",The electrocardiogram showed left ventricular hypertrophy and non-specific ST-T wave changes .,The electrocardiogram showed left ventricular hypertrophy and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific ST-T wave changes .,,,,
2168810458,2/22/2019 15:10:11,false,4550078456,,2/22/2019 15:08:04,false,instagc,1.0,43294773,GBR,M8,Camberwell,94.14.226.91,2,1,3,4,"",The electrocardiogram showed left ventricular hypertrophy and non-specific ST-T wave changes .,The electrocardiogram showed left ventricular hypertrophy and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific ST-T wave changes .,,,,
2168810458,2/22/2019 15:10:24,false,4550079488,,2/22/2019 15:07:50,false,instagc,1.0,18172663,USA,KY,Somerset,74.139.64.157,3,1,4,2,"",The electrocardiogram showed left ventricular hypertrophy and non-specific ST-T wave changes .,The electrocardiogram showed left ventricular hypertrophy and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific wave changes .,The electrocardiographic procedure showed left ventricular enlargement and non-specific ST-T wave changes .,,,,
